,Gender,Pedestrian_grp,Cross_Compliance,TOD,Crossing_time,Location,Cross_Speed,Age_grp
311,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
312,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
313,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
314,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
315,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
316,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
317,Male,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
318,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
319,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
320,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
321,Male,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
322,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
323,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,>60
324,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
325,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
326,Female,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
327,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
328,Female,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
329,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
330,Female,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
331,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
332,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
333,Female,Single,No,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
334,Female,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
335,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
336,Female,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
337,Male,Group,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,>60
338,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
339,Male,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
340,Female,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
341,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
342,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
343,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
344,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
345,Female,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
346,Male,Group,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,<18
347,Male,Group,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
348,Male,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,<18
349,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
350,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
351,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
352,Female,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,>60
353,Female,Group,No,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
354,Female,Group,No,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
355,Male,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
356,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
357,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
358,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
359,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
360,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
361,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
362,Male,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
363,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
364,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
365,Female,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
366,Male,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
367,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
368,Male,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
369,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
370,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
371,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
372,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
373,Female,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
374,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
375,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
376,Female,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
377,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
378,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
379,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
380,Female,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,18-39
381,Male,Single,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
382,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
383,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
384,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
385,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
386,Male,Group,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
387,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
388,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
389,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
390,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
391,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
392,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
393,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
394,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
395,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
396,Male,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
397,Male,Group,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,<18
398,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,<18
399,Female,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,>60
400,Male,Single,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
401,Female,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
402,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
403,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
404,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
405,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
406,Female,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
407,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
408,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
409,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
410,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
411,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
412,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
413,Male,Group,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,<18
414,Female,Group,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
415,Female,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,<18
416,Female,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
417,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
418,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
419,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
420,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
421,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
422,Male,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
423,Male,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
424,Male,Group,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,<18
425,Male,Group,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,40-59
426,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
427,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
428,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
429,Female,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
430,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
431,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
432,Female,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
433,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
434,Male,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
435,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
436,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
437,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
438,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
439,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
440,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
441,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
442,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
443,Male,Single,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
444,Male,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,18-39
445,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
446,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
447,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
448,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
449,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
450,Male,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
451,Female,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
452,Female,Group,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
453,Female,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
454,Female,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,>60
455,Male,Single,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
456,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
457,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
458,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
459,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
460,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
461,Male,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
462,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
463,Male,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
464,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
465,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
466,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
467,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
468,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
469,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,>60
470,Female,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
471,Female,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
472,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
473,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
474,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
475,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
476,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
477,Female,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
478,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
479,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
480,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
481,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
482,Male,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
483,Female,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
484,Female,Single,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
485,Female,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
486,Female,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
487,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
488,Male,Single,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
489,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
490,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
491,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
492,Female,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
493,Female,Single,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
494,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
495,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
496,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
497,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
498,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
499,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
500,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,<18
501,Female,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
502,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
503,Male,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
504,Female,Group,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
505,Female,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
506,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
507,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
508,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
509,Male,Single,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,<18
510,Male,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
511,Male,Group,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
512,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
513,Male,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
514,Male,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
515,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,>60
516,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
517,Male,Single,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
518,Female,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,>60
519,Male,Single,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,<18
520,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
521,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
522,Male,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
523,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
524,Male,Group,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
525,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
526,Male,Group,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
527,Female,Group,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
528,Female,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
529,Female,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
530,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
531,Female,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
532,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
533,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
534,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,>60
535,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
536,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
537,Female,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
538,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
539,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
540,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
541,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
542,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
543,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
544,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
545,Male,Group,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
546,Female,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
547,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
548,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
549,Male,Group,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,40-59
550,Female,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
551,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
552,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
553,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
554,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
555,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
556,Male,Single,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
557,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
558,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
559,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
560,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
561,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
562,Female,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
563,Female,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
564,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,<18
565,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,<18
566,Female,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,<18
567,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
568,Male,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,<18
569,Male,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
570,Female,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
571,Male,Group,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
572,Male,Single,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
573,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
574,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
575,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,
576,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
577,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
578,Male,Group,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,18-39
579,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,
580,Male,Single,Yes,16:30-17:30,28,Lal bahadur shastri chawk, < 1,18-39
581,Female,Single,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,18-39
582,Female,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,18-39
583,Male,Single,Yes,16:30-17:30,25,Lal bahadur shastri chawk, < 1,18-39
584,Female,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
585,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
586,Female,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
587,Female,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
588,Female,Group,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,40-59
589,Female,Group,No,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,40-59
590,Female,Single,No,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,>60
591,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
592,Female,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
593,Male,Group,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,<18
594,Male,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,<18
595,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,<18
596,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,<18
597,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
598,Female,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
599,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
600,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
601,Female,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
602,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
603,Male,Group,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,>60
604,Male,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,>60
605,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
606,Male,Single,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,>60
607,Female,Single,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,18-39
608,Female,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,18-39
609,Female,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
610,Female,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,18-39
611,Male,Group,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
612,Male,Group,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
613,Male,Group,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,40-59
614,Male,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,40-59
615,Female,Single,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,>60
616,Female,Single,No,16:30-17:30,28,Lal bahadur shastri chawk, < 1,>60
617,Female,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,>60
618,Male,Single,Yes,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
619,Male,Single,No,16:30-17:30,23,Lal bahadur shastri chawk,1-1.2,40-59
620,Female,Group,No,16:30-17:30,25,Lal bahadur shastri chawk, < 1,18-39
621,Male,Group,Yes,16:30-17:30,29,Lal bahadur shastri chawk, < 1,18-39
